brand_name,model_new,variant_name,seller_type_new,fuel_type,transmission_type_new,owner_type,body_type_new,Drive Type,model_year,km_driven,pu,mileage_new,Displacement,Max Power,Max Torque,seating_capacity_new,Length,Width,Height,Color
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,manual,first,suv,fwd,2024,4975,"2,342,236",16.51 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Grey
Mahindra,Mahindra Thar,Mahindra Thar LX,individual,diesel,manual,first,suv,fwd,2024,2495,"1,608,516",17.44 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,automatic,first,muv,fwd,2023,16818,"2,318,259",15.45 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Blue
Hyundai,Hyundai Creta,Hyundai Creta SX (O),individual,petrol,manual,first,suv,fwd,2024,6773,"1,762,097",19.32 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,manual,first,suv,fwd,2023,12896,"849,484",16.03 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,White
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2023,1978,"650,186",17.78 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,first,suv,fwd,2023,15994,"581,536",21.97 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,manual,first,suv,fwd,2023,17183,"2,473,901",17.15 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Grey
Kia,Kia Seltos,Kia Seltos HTK,dealer,petrol,manual,first,suv,fwd,2023,17021,"1,301,303",17.34 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,automatic,first,suv,fwd,2023,21178,"2,070,573",16.79 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,manual,first,suv,fwd,2023,9644,"1,370,128",19.63 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Maruti,Maruti Fronx,Maruti Fronx Sigma,individual,petrol,manual,first,suv,fwd,2024,6360,"959,139",19.00 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2024,7385,"3,043,190",18.57 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Silver
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,first,suv,fwd,2023,6107,"642,939",20.56 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,individual,petrol,automatic,first,suv,fwd,2024,5639,"1,469,691",20.28 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Red
Hyundai,Hyundai Exter,Hyundai Exter S,dealer,petrol,manual,first,suv,fwd,2024,3991,"910,266",15.61 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Red
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,manual,first,suv,fwd,2024,4836,"2,432,207",17.93 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2023,16738,"1,589,429",15.54 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,manual,first,muv,fwd,2023,12563,"2,598,877",20.61 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,automatic,first,suv,fwd,2024,3648,"2,226,022",15.69 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,individual,petrol,manual,first,suv,fwd,2024,5068,"2,256,357",18.66 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Black
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,dealer,petrol,manual,first,suv,fwd,2023,9563,"2,150,790",18.52 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Grey
Maruti,Maruti Brezza,Maruti Brezza ZXi+,dealer,petrol,manual,first,suv,fwd,2024,2828,"1,131,643",19.83 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2024,6358,"1,920,374",20.25 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,individual,petrol,automatic,second,muv,fwd,2023,9256,"2,567,838",15.47 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Tata,Tata Safari,Tata Safari Adventure,individual,diesel,automatic,first,suv,fwd,2024,6332,"2,124,227",17.32 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Kia,Kia Seltos,Kia Seltos HTX+,dealer,petrol,manual,first,suv,fwd,2023,17312,"1,328,236",16.14 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Red
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,automatic,first,suv,fwd,2024,1548,"1,004,812",15.95 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Silver
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,second,suv,fwd,2023,11612,"568,513",20.12 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,individual,petrol,manual,first,suv,fwd,2023,20970,"2,175,285",19.97 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,automatic,first,suv,fwd,2024,3037,"2,188,140",16.94 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2023,12677,"2,365,749",20.95 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Maruti,Maruti Fronx,Maruti Fronx Alpha,individual,petrol,automatic,first,suv,fwd,2023,17310,"837,872",15.65 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,automatic,first,muv,fwd,2023,18916,"1,077,971",20.01 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,automatic,first,hatchback,fwd,2024,4496,"884,068",15.92 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,dealer,diesel,manual,first,suv,fwd,2023,12012,"2,139,811",18.29 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2024,7844,"619,663",21.61 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2023,23694,"1,486,578",17.74 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,White
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2024,6957,"1,860,099",17.57 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),individual,petrol,automatic,first,muv,fwd,2023,15426,"2,724,031",21.68 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,manual,first,muv,fwd,2023,10958,"1,123,173",17.53 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2024,3339,"1,606,099",17.74 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,manual,first,suv,fwd,2023,17612,"2,419,026",15.06 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2024,5836,"1,935,120",15.62 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,automatic,first,suv,fwd,2023,22007,"1,335,774",21.59 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Grey
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Sigma,dealer,petrol,manual,first,suv,fwd,2024,6300,"1,398,829",18.74 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,automatic,first,suv,fwd,2024,1993,"1,653,016",19.48 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2024,7103,"1,584,209",16.85 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,automatic,second,suv,fwd,2023,10009,"765,416",21.63 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,manual,second,muv,fwd,2023,13080,"2,324,377",21.64 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,White
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2024,5500,"1,565,521",17.84 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,individual,petrol,manual,first,suv,fwd,2023,24978,"2,370,696",19.73 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Black
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,individual,petrol,manual,first,muv,fwd,2024,11219,"1,383,795",21.63 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Maruti,Maruti Fronx,Maruti Fronx Zeta,individual,petrol,manual,first,suv,fwd,2024,6213,"1,010,331",21.52 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Red
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2024,4633,"1,868,098",15.89 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Silver
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,manual,second,suv,fwd,2023,17672,"999,389",21.48 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Hyundai,Hyundai Exter,Hyundai Exter SX,individual,petrol,manual,first,suv,fwd,2023,19438,"781,933",20.51 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Black
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,automatic,second,muv,fwd,2023,13396,"1,135,264",18.17 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Maruti,Maruti Fronx,Maruti Fronx Zeta,individual,petrol,manual,first,suv,fwd,2023,23976,"931,306",15.86 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,5460,"2,642,291",21.59 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,automatic,first,suv,fwd,2024,5995,"1,637,383",18.97 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,individual,diesel,automatic,first,suv,fwd,2024,6331,"2,424,440",15.21 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,5843,"2,562,785",15.99 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,automatic,first,suv,fwd,2023,19194,"944,159",17.23 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,individual,petrol,manual,first,suv,fwd,2024,3765,"1,421,570",16.82 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,3883,"2,564,002",21.09 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,automatic,first,suv,fwd,2024,2799,"653,152",16.56 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Black
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,first,hatchback,fwd,2024,5879,"916,453",16.36 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Tata,Tata Nexon,Tata Nexon Creative,individual,petrol,automatic,first,suv,fwd,2023,18894,"853,083",20.71 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Red
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,second,suv,fwd,2023,17288,"1,016,541",15.25 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Kia,Kia Seltos,Kia Seltos HTX+,dealer,petrol,manual,first,suv,fwd,2024,8348,"1,689,124",19.64 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,first,suv,fwd,2024,4988,"1,066,781",20.38 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Silver
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2023,18343,"1,623,673",21.36 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Silver
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,automatic,first,muv,fwd,2024,2816,"1,244,298",21.35 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,White
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2024,4225,"1,639,423",17.41 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Brezza,Maruti Brezza VXi,individual,petrol,automatic,first,suv,fwd,2024,6391,"1,198,505",21.37 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Silver
Tata,Tata Safari,Tata Safari Pure,individual,diesel,manual,first,suv,fwd,2023,19245,"1,942,266",21.26 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,automatic,first,suv,fwd,2023,13530,"636,990",20.47 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Maruti,Maruti Ertiga,Maruti Ertiga LXi,individual,petrol,manual,first,muv,fwd,2024,4856,"1,284,366",21.35 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,automatic,first,hatchback,fwd,2023,7410,"757,021",20.35 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,second,muv,fwd,2023,13214,"1,035,999",19.51 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,automatic,first,suv,fwd,2024,6780,"1,009,126",21.75 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,individual,diesel,automatic,first,suv,fwd,2024,6150,"2,631,826",21.02 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,second,hatchback,fwd,2023,17503,"798,232",21.88 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,first,suv,fwd,2024,5099,"2,093,493",16.78 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,manual,first,suv,fwd,2024,5014,"1,277,077",16.25 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,individual,petrol,automatic,first,muv,fwd,2023,11698,"1,074,757",16.48 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,automatic,first,suv,fwd,2024,6397,"1,024,518",15.47 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Blue
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,first,suv,fwd,2024,5841,"997,255",20.79 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,manual,first,hatchback,fwd,2024,5984,"853,605",19.57 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,manual,first,suv,fwd,2023,12369,"1,929,836",19.63 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,dealer,diesel,automatic,first,suv,fwd,2023,4233,"2,327,547",15.44 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2023,20485,"565,419",17.58 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,individual,petrol,manual,first,suv,fwd,2023,12605,"1,378,013",16.90 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Tata,Tata Nexon,Tata Nexon Fearless,individual,petrol,manual,first,suv,fwd,2024,3274,"1,019,078",18.83 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,second,suv,fwd,2023,18467,"1,523,011",16.18 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Blue
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2023,13039,"638,658",16.05 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Hyundai,Hyundai Creta,Hyundai Creta SX,individual,petrol,automatic,first,suv,fwd,2023,20299,"1,507,554",18.72 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2024,6234,"668,088",21.25 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2024,6367,"1,146,383",19.72 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Swift,Maruti Swift ZXi+,individual,petrol,manual,first,hatchback,fwd,2024,2268,"937,779",19.54 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,automatic,first,suv,fwd,2023,21059,"1,135,365",16.42 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2023,16306,"1,471,482",16.27 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Tata,Tata Safari,Tata Safari Accomplished,individual,diesel,automatic,first,suv,fwd,2023,13153,"1,708,900",20.65 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2024,5286,"1,711,751",15.01 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Hyundai,Hyundai Exter,Hyundai Exter SX (O),dealer,petrol,automatic,first,suv,fwd,2024,1447,"867,513",17.81 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Red
Maruti,Maruti Swift,Maruti Swift VXi,individual,petrol,manual,first,hatchback,fwd,2024,5817,"978,915",17.70 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,individual,petrol,manual,first,muv,fwd,2024,2941,"1,162,913",16.71 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2023,8236,"2,077,037",18.96 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Black
Maruti,Maruti Swift,Maruti Swift ZXi+,dealer,petrol,manual,first,hatchback,fwd,2023,7388,"869,311",16.56 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,manual,first,suv,fwd,2024,7225,"1,289,096",18.70 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2024,3741,"1,263,664",19.30 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Hyundai,Hyundai Creta,Hyundai Creta S,individual,petrol,automatic,first,suv,fwd,2024,8067,"1,724,980",21.46 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,manual,first,suv,fwd,2024,3928,"2,461,649",20.22 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,individual,petrol,automatic,first,suv,fwd,2023,6463,"2,021,263",18.99 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Mahindra,Mahindra Thar,Mahindra Thar LX,individual,diesel,manual,first,suv,fwd,2024,2766,"1,824,153",17.00 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,automatic,first,muv,fwd,2023,21179,"2,504,058",16.02 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,automatic,first,suv,fwd,2024,4688,"921,531",15.70 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Tata,Tata Nexon,Tata Nexon Smart,individual,petrol,manual,first,suv,fwd,2024,3903,"1,149,020",19.84 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Kia,Kia Seltos,Kia Seltos GTLine,dealer,petrol,automatic,first,suv,fwd,2024,5320,"1,467,502",17.43 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,automatic,first,suv,fwd,2024,6003,"2,520,265",21.01 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,manual,first,suv,fwd,2023,20586,"540,606",17.67 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Hyundai,Hyundai Creta,Hyundai Creta S,dealer,petrol,automatic,first,suv,fwd,2023,22242,"1,316,281",15.75 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2024,4280,"2,387,659",17.74 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Grey
Hyundai,Hyundai Creta,Hyundai Creta SX,dealer,petrol,manual,first,suv,fwd,2023,8369,"1,496,309",21.80 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2023,12932,"1,320,378",16.82 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,manual,first,suv,fwd,2023,16301,"843,023",17.08 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,manual,first,suv,fwd,2024,3072,"2,190,680",18.20 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2024,3085,"1,567,431",20.00 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Hyundai,Hyundai Exter,Hyundai Exter EX,dealer,petrol,automatic,first,suv,fwd,2024,5687,"934,050",15.23 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Blue
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,manual,first,suv,fwd,2024,4902,"1,333,105",16.07 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2024,5065,"1,143,706",16.84 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2023,11207,"1,310,642",21.63 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Red
